population,householdsize,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumKidsBornNeverMar,PctKidsBornNeverMar,ViolentCrimesPerPop
29925,2.58,27301,75.47,0.52,25.84,27.98,11.73,14.13,32489,12812,15222,12132,7432,14185,10543,10247,44.05,67.57,49.13,65.85,72.01,2747,12.66,2594.03
86284,3.85,27279,80.79,0.72,19.78,20.97,12.2,11.36,28980,8368,10016,9575,8859,10310,7018,7203,66.2,76.63,77.47,50.57,54.61,4594,7.4,1097.77
447619,2.66,26547,80.04,0.83,34.15,23.25,6.18,13.58,30967,13162,16405,7583,10603,11064,6401,6956,62.53,79.11,70.5,60.06,67.32,15913,4.94,1516.12
24124,2.9,34492,81.69,0.54,43.4,24.04,4.49,16.25,38432,13396,14327,6112,8936,11386,15585,11800,76.23,87.83,77.38,56.86,66.77,373,2.01,951.3
13786,2.52,24676,72.74,0.73,32.47,29.19,9.5,15.38,30457,12130,12435,7592,7341,21573,10300,5840,72.2,90.91,71.61,63.19,68.34,160,1.41,373.54
12703,2.55,21344,75.93,3.34,44.66,32.31,4.57,11.46,28959,10964,11156,4190,4626,3289,5094,6928,77.56,85.09,78.69,77.04,82.87,194,1.91,189.01
40663,2.82,35794,84.84,0.87,35.88,20.94,3.49,10.72,38708,13820,14313,11824,15109,12462,11669,12233,72.6,84.03,75.61,67.71,75.85,695,2.51,743.07
25058,2.71,46885,85.51,0.66,52.57,20.77,2.61,15.48,53297,22054,22693,16270,0,17237,10012,13573,82.01,88.91,82.14,52.77,66.78,184,1.13,228.86
12329,4.14,47299,93.9,1.75,55.38,7.68,1.65,6.89,47481,17937,19483,10866,9689,10878,8403,7817,91.11,95.68,92.56,57.06,63.89,30,0.58,7.79
13441,2.56,14555,63.97,0.46,27.36,37.74,12.36,16.7,19910,8202,9563,5839,5996,4029,4927,4599,54.12,57.26,63.46,55.98,64.22,581,4.87,995.75
66643,2.16,60374,78.19,1.37,57.59,21.36,2.07,12.76,81929,45434,45930,29148,34324,41323,11850,31044,77.12,91.37,81.13,44.23,56.16,374,0.92,387.2
31808,2.54,45964,84.87,0.31,50.08,17.04,5.03,14.69,53301,20060,20833,9132,16239,16535,15342,14738,70.37,86.15,73.09,63.72,71.99,469,2.35,328.75
19587,2.87,32493,81.97,0.78,37.38,23.95,5.63,21.02,36829,12461,13423,6746,28269,7922,10115,9374,73.73,90.28,72.77,63.31,73.76,333,2.18,1205.17
37729,2.6,52442,81.59,0.79,54.17,27.42,3.42,15.01,65842,28940,35800,15315,14554,29142,12375,16000,71.24,89.87,73.25,70.25,74.62,990,4.1,509.18
25086,2.99,30469,78.4,0.48,48.95,26.19,7.69,14.16,36511,12849,13725,6763,6044,7611,7137,7011,75.88,85.6,82.31,68.81,75.6,547,3.08,?
34128,2.45,53140,75.88,1.08,74.53,30.64,1.81,22.18,62787,30388,30596,14660,11828,25873,1600,30883,87.28,95.26,85.46,58.37,65.91,49,0.19,140.72
29809,2.61,21352,73.6,1.77,29.58,29,11.34,16.59,26083,10440,12276,5863,19254,8377,15840,8370,56.13,74.54,59.42,64.33,68.78,1829,7.24,878.94
47828,2.93,46116,82.93,0.88,45.18,20.63,5.34,14.14,51444,18573,19088,15411,17418,15583,12617,13904,77.73,89.54,80.24,57.53,67.03,596,1.66,294.92
12711,3.09,40378,88.37,0.51,38.34,14.81,5.14,8.73,42789,12900,13084,16628,12982,6642,9493,10190,82.96,86.1,83.56,48.22,59.45,74,0.83,155.04
10891,2.95,34929,86.64,1.53,27.81,19.75,5.47,15.87,37569,13206,13350,12070,23588,13543,6830,14977,71.41,89.9,80.14,60.39,65.07,153,1.9,?
14877,2.95,45397,87.37,0.62,44.21,19.82,5.68,13.43,50681,15869,15926,16353,14185,12729,1711,10365,81.85,97.28,86.14,64.23,74.61,118,1.15,202.31
25894,2.47,22783,72.28,2.41,42.77,33.69,7.79,14.32,28388,11639,11758,6070,7076,20082,10588,7870,70.04,78.72,72.07,67.12,75.68,517,2.3,720.05
21282,2.67,45828,91.24,0.7,50.73,13.15,1.75,9.28,50727,19655,19823,17092,27076,16246,18217,14486,84.22,92.58,83.24,53.81,69.17,141,1.12,185.97
14399,2.28,24947,71.61,0.39,49.31,35.71,5.53,15.07,32923,13856,13929,1651,0,6692,7649,7781,73.9,81.76,76.17,61.4,70.92,156,1.31,133.68
10507,2.67,31510,82.98,0.5,45.13,20.19,4.15,32.81,35482,13742,14142,11352,1471,7480,10005,11555,77.58,81.3,88.08,65.28,75.86,57,0.72,190.95
27018,2.63,47629,82.01,0.53,64.52,25.06,1.46,16.74,57136,24000,23630,29377,50353,31748,47096,23418,89.17,97.29,90.77,53.9,62.37,64,0.32,62.29
10201,2.58,14579,61.23,1.49,23.56,37.9,23.03,15.18,18522,7989,11376,4244,1135,0,600,7427,35.52,46.97,36.91,62.19,66.42,1009,9.9,2650.26
14088,2.56,40602,76.45,0.15,69.41,37.62,3.38,21.53,47506,18677,19075,12719,20453,16211,14826,21957,81.76,96.38,80.62,51.52,72.21,69,0.61,405.71
31007,2.56,23819,68.99,0.52,37.29,34.49,10,23.02,28349,10952,11284,7938,12579,13929,2922,8068,65.81,74.24,68.94,55.92,64.05,1040,3.99,264.07
21756,2.42,22806,70.87,2.34,40.79,33.8,9.64,16.48,29345,12215,12815,17596,7780,9188,4499,5040,67.08,75.27,76.87,61.4,71.51,299,1.63,485.38
20429,3.14,57484,87.79,0.73,58.74,19.95,2.48,16.18,60837,20564,20718,20181,15919,15931,25494,21820,87.84,96.16,90.85,48.42,65.42,83,0.61,103.96
15464,3.52,36383,79.72,0.55,30.08,22.12,14.03,13.28,37332,12724,15281,11803,11880,11560,7712,9966,68.41,80.52,76.13,64.85,63.77,497,4.1,1640.6
18659,2.51,30031,77.28,0.33,53.08,30.86,5.84,22.57,34481,13006,13069,1196,8736,12194,6909,7279,73.97,85.86,76.74,74.41,77.63,279,1.96,217.26
11353,2.52,26684,73.1,0.62,37.72,30.76,8.87,19.18,34317,12412,12641,8765,13890,17426,15000,15943,69.54,80.47,78.56,59.25,73.35,176,1.88,279.45
39498,2.38,26500,78.61,0.47,37.37,32.56,5.9,15.04,33182,14635,16583,8185,10789,9659,10565,10873,64.03,77.37,69.5,69.43,77.77,1292,3.99,567.54
64942,2.79,38802,85.47,0.31,36.82,18.87,3.61,16.63,41725,16427,16951,11691,11008,10846,9773,10402,73.88,83.47,78.59,58.16,68.61,838,1.85,269.82
16849,3.11,43218,94.8,0.24,44.59,8.35,2.08,6.67,44981,14872,14935,19694,13808,6438,10667,10062,87.39,96.72,90.03,77.14,82.29,93,1.01,?
34439,3.04,31561,81.2,0.78,30.29,18.29,13.84,17.72,34022,12567,13684,9092,10381,10513,9419,8974,62.7,75.6,67.72,49.61,58.35,1322,5.07,880.44
13864,2.5,32793,84.78,0.31,39.08,20.78,4.11,16.24,40245,15811,17284,14392,11763,11692,10317,10581,63.25,77.42,70.39,75.6,82.53,698,7.44,703.74
105511,2.5,24131,73.59,0.32,39.12,32.66,8.37,17.78,29576,11949,13483,6946,8052,9816,6563,6515,58.94,70.5,67.11,67.17,73.5,5185,6.06,1093.15
11936,2.1,26233,53.87,0.1,50.45,51.07,5.94,27.92,33500,16125,18070,7000,10788,9170,8397,5652,56.58,82.46,65.09,60.96,78.18,464,4.3,1095.46
10378,2.09,40934,62.09,0.28,63.47,45.18,2.4,18.97,53350,28696,28947,11200,0,14431,0,14473,85.85,100,97.32,71.38,61.96,12,0.14,178.57
30771,2.54,36526,78.12,0.38,48.72,31.6,3.58,21.39,42390,15485,15455,20241,11287,14832,16541,13480,77.41,90.06,80.11,59.18,67.07,239,0.97,?
12830,2.9,62021,79.43,0.79,69.94,33.11,1.83,21.39,66514,26860,27043,18096,0,20961,5400,18898,89.65,98.88,89.65,53.43,67.02,16,0.17,138.57
16116,2.76,54834,82.07,0.85,66.06,28.18,2.21,18.22,64668,30643,30489,19631,7823,69212,2727,44415,82.83,91.28,83.14,45.1,63.18,150,1.21,181.86
72388,3.31,36233,81.99,0.54,26.33,20.68,12.49,15.13,38483,11862,13152,11687,12335,9408,8168,9020,68.69,79.18,72.71,50.67,60.06,2791,5.08,1380.76
54732,2.61,25910,76,0.69,29.87,30.46,9.19,15.2,31205,12684,14373,7696,13449,13007,7231,9628,57.42,66.6,67.46,63.13,70.86,2716,5.9,1486.61
61018,2.75,30529,80.91,0.28,25.34,22.77,11.57,10.7,35806,12982,14631,12601,14863,17166,8575,9385,45.93,67.24,55.83,70.11,74.98,5949,14.4,2423.47
33397,2.22,34873,79.84,0.63,42.29,21.07,8.82,8.5,34321,20020,22940,9586,3841,13274,7070,7975,52.81,64.07,63.67,48.9,56.09,1623,8.88,772.3
48735,3.17,20858,73.59,1.36,30.19,29.2,13.61,13.71,23129,9183,10044,5639,8336,11154,5553,6400,66.64,81.39,75.07,60.26,64.57,1183,2.62,758.39
16064,2.52,34472,76.74,0.62,48.61,30.24,3.08,25.57,40929,15639,15702,9256,0,15658,6858,9323,74.85,92.57,76.38,70.63,74.09,83,0.66,234.77
10850,2.55,24929,70.25,0.66,40.16,32.94,7.29,18.52,29688,11637,11615,12246,6156,33847,3529,12807,71.04,73.39,80.41,60.44,69.89,226,2.54,116.21
13057,2.34,37025,86.01,0.42,52.78,17.73,3.09,15.05,43833,18251,19229,11735,0,17121,240,6270,73.04,81.56,83.12,66.3,75.87,279,3.68,699.49
19833,2.44,25372,77.73,0.83,40.87,28.62,4.89,18.76,30792,12127,12316,9106,5537,3672,5927,3893,68.29,80.12,76.77,68.95,73.74,217,1.38,225.01
13222,2.49,34091,77.63,0.6,38.43,28.99,7.66,13.31,40139,15328,15444,18162,33000,15608,10540,10337,71.88,77.73,84.46,66.46,73.87,326,3.35,500.94
37991,2.9,66930,85.96,1.41,70.86,17.59,1.18,13.26,75237,28019,28437,24612,15314,20386,17740,44545,90.52,94.94,91.88,47,58.56,132,0.51,106.93
34986,2.74,46057,82.54,0.5,49.01,26.26,3.02,19.82,52367,18297,18400,17649,5855,15742,20324,16890,80.93,92.44,83.19,54.96,65.67,386,1.61,284.21
14143,2.68,23886,72.48,0.4,43.56,36.57,8.22,21.92,30778,11126,11711,6584,3706,6599,6874,7375,63.4,74.38,70.39,64.26,74.23,458,4.57,667.04
15722,2.49,22276,72.41,1.23,32.61,30.53,10.58,17.42,27428,11736,13062,5196,14536,21913,5000,12809,61.11,65.25,72.41,61.92,71.61,459,3.53,634.79
12871,2.88,29324,79.56,3.64,30.35,23.71,4.11,10.58,32053,12024,13543,8740,9707,7233,6773,6579,79.84,82.24,86.26,66.76,69.99,73,0.69,?
20267,2.78,65994,82.91,0.82,68.06,26.04,2.47,17.26,74891,30615,30896,12848,8040,32906,4629,10921,86.86,91.11,87.61,50.51,60.52,79,0.54,52.35
18245,2.42,25759,70.85,0.26,52.79,35.73,8.56,19.2,31354,13106,13288,8941,5423,5678,437,4814,73.11,81.43,74.98,54.15,63.35,423,2.51,264.97
31499,2.45,25535,70.33,0.53,42.52,29.97,11.87,18.29,32152,12908,13167,4900,8137,11609,4495,4490,65.86,67.24,78.18,48.38,61.08,610,2.29,339.92
12603,2.69,34887,81.26,0.13,43.9,31.51,3.96,20.87,39253,14281,14278,15698,0,12646,14264,9713,72.34,87.23,78.33,52.37,67.85,163,1.68,81.02
11671,2.7,110550,77.8,3.04,70.94,24.2,2.3,15.45,121549,62376,63220,120000,46833,30812,7765,28527,89.75,98.38,92.79,48.52,46.2,18,0.19,140.18
51874,2.73,30739,75.21,1.08,37.22,26.93,12.37,16.86,35795,14638,15183,4900,9757,12950,7741,7993,69.23,75.55,72.18,51.61,60.96,1120,2.8,1195.76
13051,2.79,17254,71.4,1.93,29.09,28.39,14.47,11.71,25806,9400,11695,4729,17170,16840,0,4020,52.95,57.63,62.35,60.89,68.25,815,8.36,63.81
26777,2.85,42044,83.33,1.22,45.54,27.73,5.09,15.91,47492,17313,17160,17533,9000,28003,24531,8328,79.22,93.37,80.21,64.27,71.62,256,1.25,264.67
11532,3.42,83975,90.83,0.56,69.62,17.26,2.75,13.57,87843,32427,32767,30445,0,29951,0,32229,91.23,99.22,94.02,45.59,53.72,35,0.41,99.47
18820,2.56,41875,84.51,0.72,53.33,23.02,2.99,14.09,50601,19031,19755,17052,13939,17352,10276,11168,79.12,93.11,77.88,62.82,71.01,247,2.04,443.73
18150,2.84,30896,87.05,0.48,33.58,15.45,3.95,14.55,34893,11901,12020,9292,8494,10217,9678,9685,77.08,93.49,72.03,58.44,72.13,150,1.15,201.24
15244,3.05,19672,81.87,2.49,46.16,19.98,5.9,13.42,28917,9490,9796,4952,4366,15801,2977,4967,71.92,85.07,74.1,57.07,69.22,172,2.6,208.53
38705,2.48,20585,73.41,0.51,36.55,33.63,10.61,17.63,24753,10975,11260,8179,10876,16467,6694,7017,60.35,66.41,71.24,59.56,68.2,1141,3.48,168.57
27257,2.72,36221,78.57,0.68,46.24,33.12,3.97,23.94,41423,15131,15181,16411,7049,8915,12529,13878,80.84,95.31,82.26,52.04,63.74,266,1.26,426.57
11980,2.5,35951,78.39,0.71,34.48,30.11,7.23,20.4,42726,15334,15458,15392,36460,13013,4263,12188,63.97,80.2,72.53,82.5,84.99,431,4.91,354.96
10922,2.45,31726,66.64,0.61,55.24,44.08,3.35,28.34,37930,14227,14526,11204,22000,1931,12000,9163,81.5,95.16,83.15,70.84,75.41,60,0.72,339.73
16919,2.41,39651,77.8,0.92,58.4,29.96,3.74,20.75,46720,20808,20815,18001,10674,32406,5854,12280,79.48,92.79,78.37,64.68,71.59,117,0.9,47.5
723959,2.37,33414,75.18,0.65,47.42,23.77,10.42,14.37,40561,19695,26222,11829,11485,12665,10174,11400,61.75,79.31,72.14,62.69,68.6,20611,4.91,1810.07
43207,2.78,38907,82.04,0.54,38.17,21.34,7.21,13.04,44375,16259,16896,14428,20325,13406,13002,12073,66.71,84.51,75.63,58.75,68.42,681,2.17,686.47
44757,2.67,23212,81.08,1.49,54.07,19.14,3.83,13.39,34287,11921,12486,5112,7848,7760,6560,6191,76.44,85.25,76.16,53.54,67,282,1.26,220.96
15520,3.33,33313,79.94,0.17,20.68,31.93,17.31,18.86,37010,11196,12391,10292,10700,13775,8962,9629,60.6,78.27,65.92,56.07,61.59,795,5.43,2089.32
10132,2.17,41040,70.2,0.88,69.45,38.86,2.86,27.02,52662,21549,21767,17985,21150,10499,14936,21432,83.42,94.32,79.65,51.16,60.82,14,0.16,?
30087,3.09,39916,84.63,0.8,35.16,20.56,4.41,12.71,42378,14016,14515,12384,17892,19823,7087,8254,74.56,90.87,74.87,63,72.17,831,4.23,494.37
59479,2.56,36211,78.79,0.37,46.43,28.93,6.44,18.35,41910,15618,16348,11356,14472,7914,7754,8389,67.76,78.61,72.56,65.98,72.69,1478,3.36,332
86905,1.94,35997,75.32,0.6,48.27,21.85,4.76,10.37,51085,29134,31506,13801,14193,26110,11390,13293,69.13,87.94,64.26,58.83,65.1,1624,3.53,1651.73
22023,2.78,64538,86.91,0.8,71.87,18.44,1.92,17.34,73154,28347,28500,25004,20400,21423,11618,22494,88.97,97.01,83.74,52.59,67.4,73,0.46,9.07
20710,2.6,28496,76.44,0.79,38.34,29.48,8.9,16.11,33984,12382,12421,10160,9595,6950,3350,10889,69.46,72.84,75.64,67.29,75.46,398,2.44,161.51
10993,2.62,34061,76.29,0.21,56.22,30.75,2.7,14.88,39394,14331,14371,35141,8945,4547,20567,7306,83.81,92.12,86.43,53.64,72.43,51,0.55,168.48
62632,2.68,30287,80.75,0.56,39.9,23.58,3.82,20.37,32725,12645,13052,9057,11112,10037,8550,9650,75.6,90.4,78.75,64.05,70.36,637,1.43,602.99
68235,2.65,31833,82.31,0.98,39.06,21.39,4.91,14.7,36664,13526,13704,11039,10871,12440,7190,7960,74.5,83.68,77.84,61.23,71.26,1024,2.14,342.53
108718,2.58,22032,70.09,0.28,41.21,33.49,12.93,19.63,27725,10715,11267,7488,9415,7945,3893,4455,58.68,64.79,65.73,55,64.13,4815,5.55,770.88
86835,3.65,21162,85.9,1.26,46.85,17.17,4.87,12.36,23127,8408,8618,4320,4596,5336,4119,5086,81.99,93.03,84.47,48.78,55.42,478,0.97,157.99
39757,2.51,24051,74.79,0.4,34.91,31.82,10.26,12.09,30903,12277,12355,4538,5332,8624,14367,10190,64.79,62.98,75.37,65.22,72.83,823,2.55,374.18
189126,2.74,26809,78.03,0.26,39.82,26.02,10.72,14.2,32049,12070,13519,7564,6610,7152,5779,6264,60.07,70.54,64.25,61.93,68.28,11945,8.28,?
10891,2.48,25324,76.35,2.39,45.35,34.5,5.67,18.49,30679,11844,11854,13176,12233,17945,9303,7676,75.89,87.88,79.51,64.91,76.99,84,0.96,468.1
21755,2.62,33646,76.59,0.37,50.78,30.47,3.88,22.59,38473,15379,15441,15091,6200,19307,7877,8131,81.64,88.14,87.66,62.42,70.46,203,1.11,?
29541,3.07,17738,81.57,0.68,51.87,18.13,5.37,11.89,30787,9213,10110,6413,5431,4505,3124,4743,56.59,74.39,55.74,54.03,66.35,336,3.43,352.88
30013,2.75,25698,86.01,0.57,31.66,15.75,6.49,17.48,27144,11566,13421,7900,6005,6966,7437,7352,70.83,83.41,69.19,58.26,65.71,616,3.02,533.46
11127,2.8,37500,81.76,0,45.85,24.52,5.26,20.14,41156,14710,14716,0,18404,11741,4000,13641,79.61,87.85,90.12,67.88,70.04,59,0.71,70.08
65452,2.45,36431,74.03,0.31,50.77,34.6,2.63,15.1,41827,16747,17128,12998,16407,12124,12032,14534,78.9,89.94,80.27,68.81,75.74,835,1.81,305.77
29092,2.96,48137,86.11,0.62,57.47,17.82,1.82,15.36,53263,17898,17997,17886,7249,15002,8246,8900,85.03,92.49,87.47,60.18,71.29,141,0.7,122.91
16797,2.54,22100,69.4,0.97,39.02,36.6,13.12,20.49,30894,10963,11062,6789,11869,5879,12989,10776,62.77,69.99,60.12,65.54,74.1,344,2.72,571.65
10828,2.32,32332,77.47,0.86,43.09,29.62,4.61,18.68,39415,16521,16325,22450,24382,18272,13502,15177,76.86,92.51,74.83,44.75,68.54,99,1.56,47.43
18885,3.02,60900,87.07,1.89,74.63,22.17,2.05,13.62,65435,27204,27646,20362,1140,6542,214,15993,91.33,96.42,86.64,58.77,63.13,42,0.31,9.24
23706,2.31,16442,59.01,0.2,33.74,43.46,14.84,20.76,21707,11063,11220,6573,16871,28856,1047,23418,58.28,56.26,61.4,52.68,59.62,695,3.26,1121.64
22935,3.35,46027,93.31,1.22,49.19,10.18,3.65,9.22,47153,14564,14791,5648,4246,9320,13606,9948,85.75,91.92,88.88,69.56,78.57,158,0.99,195.71
12450,2.91,26372,83.98,0.28,26.7,23.28,10.26,15.1,29514,10729,14809,8770,9412,2713,0,23296,45.28,58.99,51.38,74.74,80.4,853,8.12,851.23
23095,2.42,29133,73.54,0.12,45.23,35.18,10.13,18.37,35086,14341,14966,8296,17252,21921,10531,9357,58.31,69.44,65.04,56.75,67.26,836,4.58,333.66
467610,2.22,25106,76.35,0.75,40.62,24.24,7.61,14.79,32038,15590,18191,10442,7703,9556,6993,7778,58.02,69.12,63.57,61.31,69.26,18597,5.65,1038.27
10033,3.27,24103,78.99,0.35,22.47,26.61,4.77,18.21,27836,9112,10758,7718,5821,0,5620,5772,73.99,87.98,85.88,50.28,53.16,260,2.98,499.33
10191,2.95,40321,81.77,1.63,41.56,27.88,4.72,14.58,46700,15806,15915,7575,0,5067,13628,10430,81.18,94.84,80.72,60.85,76.91,79,1.08,310.85
40318,2.97,32984,89.34,0.47,33.21,13.5,3.81,13.14,35162,11739,11931,10288,9872,10500,9266,7585,76.79,89.57,75.85,63.71,73.49,219,0.77,331.36
76459,2.63,38122,79.87,0.6,50.91,20.86,5.98,17.14,44687,19833,22162,12610,20871,15217,12398,12964,70.29,84.95,71.5,67.08,71.77,1219,2.84,599.49
14196,2.47,25976,76.12,0.79,54.64,33.19,6.03,17,31490,12216,12241,39923,14461,10497,5157,4390,77.74,85.09,81.38,73.07,76.65,216,1.68,260.97
40822,2.69,42783,82.72,0.41,56.61,25.1,3.08,18.28,49478,18231,18288,17440,21576,21177,10046,13417,82.53,92.24,85.03,63.13,75.33,273,0.97,87.1
39729,2.6,38531,87.41,0.48,51.82,17.84,2.92,12.76,44214,16789,16797,15156,11530,23165,12995,16734,80.37,90.36,79.77,62.05,73,403,1.57,477.21
20412,2.57,45999,74.86,0.8,57.29,32.25,2.44,21.98,53055,21764,22916,11580,30387,18201,14943,15730,77.17,92.59,79.52,51.73,63.9,147,0.97,290.85
52721,2.77,25918,81.59,0.72,33.51,20.66,5.77,19.7,29709,11326,12790,5396,12472,6456,6753,7670,66.83,73.57,73.02,61.77,70.01,1867,4.68,1073.8
12353,2.38,17985,64.92,1.07,35.85,35.65,12.54,13.6,24635,10180,10337,1800,2446,6707,2042,1329,62.04,67.52,60.57,68.17,74.21,326,2.77,?
55551,2.62,22210,74.84,0.49,35.4,27.96,13.56,15.54,27002,10693,12595,7320,8393,7129,4860,5023,46.91,55.97,56.73,52.97,62.08,4983,11.97,875.19
70580,2.63,21225,71.91,0.54,29.48,28.33,11.65,15.68,26204,11475,15087,6372,8388,10343,41208,16320,57.01,62.98,63.56,57.06,61.62,3619,5.87,889.17
12066,2.62,51173,88.9,1,54.21,18.71,4,12.76,57052,21912,21819,26403,21736,29029,7922,14635,80.32,95.87,85.8,63.43,71.8,117,1.52,351.8
12777,2.79,27154,66.51,0.61,56.82,37.21,4.55,27.62,32701,12687,12785,6875,0,9195,0,15971,83.13,89.47,84.97,60.13,67.22,61,0.64,536.23
48290,2.63,47347,76.91,1.37,58.06,26.65,3.58,16.73,57238,25441,28492,21896,7717,18474,13736,15675,79.64,91.71,83.75,47.09,59.63,307,0.89,398.76
25725,2.94,53130,76.92,0.75,59.94,36.59,3.99,23.5,61964,22444,22773,16773,35195,18457,12595,14304,86.33,95.74,90.82,67.5,73.99,161,0.85,200.02
36930,2.55,21881,75.23,1.13,28.63,28.49,12.92,13.93,27881,12028,17047,6413,19859,12460,6327,14313,49.05,57.16,58.78,65.02,72.94,3239,10.19,1449.39
30575,2.77,71905,85.84,0.56,70.2,20.61,1.48,9.57,82712,43394,45044,16156,21251,21088,11140,11690,88.01,95.15,86.56,60.46,64.84,176,0.82,?
36793,3.42,25976,80.51,1.18,22.47,20.18,11.32,12.22,26925,9244,11433,6074,10066,10585,6445,6411,64.08,77.66,76.73,58.15,64.36,1726,5.82,950.75
40148,2.56,34891,83.13,0.35,41.44,20.6,5.18,14.88,40116,15410,16303,10220,9253,13073,8243,12388,68.27,83.39,73.25,67.76,74.01,1234,4.82,1239.22
20816,2.6,61572,79.89,0.94,73.54,26.71,1.27,20.06,71136,31438,32491,28390,31919,21042,9429,13867,84.22,95.11,81.51,41.6,56.84,47,0.31,103.33
18609,2.84,37050,89.29,0.64,40.69,16.92,4.16,13.5,40615,15094,16305,13924,0,9438,766,11333,71.39,90.73,75.76,75.31,80.68,498,3.79,326.81
32762,2.97,21312,82.65,2.53,42.71,18.57,4.61,12.77,26178,9394,9734,4162,4983,5600,7257,6974,85,92.17,83.7,65.04,68.12,125,0.57,89.45
24727,2.7,55476,77.1,0.7,60.91,33.78,3.93,18.92,68553,25929,26535,13678,40598,18528,11184,11464,85.32,93.82,85.87,51.25,63.61,345,1.76,187.87
31468,2.81,22476,81,1.17,48.33,23.9,7.26,11.52,31471,10374,10607,5267,5069,3788,3750,4357,73.72,83.07,73.43,69.32,74.17,407,2.31,?
170045,2.66,27469,82.66,0.3,32.82,19.97,7.74,17.48,31180,12711,15351,8154,11662,8806,9760,9523,64.41,76.03,69.14,58.43,66.56,7374,6.41,845.63
14917,2.6,20970,68.75,0.4,27.35,35.11,8.59,15.14,27771,11713,13992,5811,0,12713,0,4052,60.3,71.95,75.63,74.76,79.86,677,5.22,341.75
22633,2.77,54469,83.67,0.23,67.36,30.75,1.52,19.72,60659,22675,22938,17816,7511,15337,21452,17969,85.12,97.84,82.75,57.14,70.47,161,1.02,103.35
20570,2.77,22514,58.21,0.35,34.15,43.36,18.38,24.93,27171,11194,13075,8946,6205,4232,7255,6681,62.07,71.03,78.93,42.92,55.76,722,3.86,895.24
14519,3.04,24649,75.39,2.77,28.78,26.45,17.34,12.31,29481,11345,13122,6698,8554,19559,6119,6946,64.97,69.01,75.58,46.65,61.89,360,2.9,1647.53
12351,2.46,17805,64.38,2.43,34.19,37.73,18.36,15.23,24023,10786,11186,6748,11413,0,5600,9985,65.89,71.7,74.13,51.46,62.94,356,3.16,62.14
11643,2.72,16496,66.43,0.46,20.17,36.46,20.68,16.37,19678,9157,12140,6061,5973,1571,0,2540,38.36,52.62,47.1,62.65,69.87,958,8.87,936.82
10690,2.8,16162,72.45,2.33,32.72,33.25,15.35,14.32,19359,8375,9561,5046,10050,5793,4828,4876,60.66,82.67,48.02,45.05,58.88,184,2.16,295.76
22897,2.92,31723,83.2,0.26,26.3,21.84,12.05,13.44,34729,12008,12527,10510,10924,9266,5552,8352,62.21,75.99,70.83,52.04,61.18,853,4.72,?
24437,2.65,49660,83.75,0.8,49.44,17.08,5.31,17.6,56735,20663,21312,18319,14414,16181,19491,14889,76.13,85.46,72.41,58.59,70.45,280,1.83,261.4
20526,3,59834,86.33,0.9,60.09,20.78,1.58,15.02,64144,24583,24794,21440,17665,13678,7111,11840,88.01,92.59,84.43,46.58,62.67,80,0.57,114.23
14870,2.73,19456,69.57,0.95,29.23,35.8,10.95,16.38,22487,9017,9307,6090,7713,23137,6111,6131,64.87,74.77,74.59,49.06,62.07,339,2.67,683.46
82106,2.91,31368,79.08,0.31,37.86,21.03,11.58,11.72,34170,13436,16318,15499,11775,11253,11370,11735,67.3,78.12,71.33,56.64,62.64,2600,4.63,544.59
36322,2.47,23933,74.23,0.45,38.78,31.56,9.07,18.59,27421,11781,12119,6769,9548,13202,7798,6613,59.35,72.48,63.21,63.28,70.64,887,3,1280.84
33187,2.36,35516,81.75,0.75,41.03,22.19,6.75,18.64,41012,18358,23648,8523,22667,11771,6984,10856,47.6,66.45,55.13,68.07,76.75,2397,9.73,1428.53
10170,3.05,19635,79.36,1.14,59.01,23.02,3.1,12.52,36011,9190,9328,3018,14411,8747,8804,9004,76.55,88.54,96.19,69.88,78.64,63,1.43,137.89
10322,2.45,18049,69.31,0.54,21.03,38.51,11.2,13.65,22957,9559,10704,6456,0,4565,38392,8937,53.15,65.6,60.71,63.57,65.8,528,5.79,1329.57
18630,2.7,83275,80.91,0.5,76.81,29.27,2.17,15.57,102529,52621,54572,17442,0,26403,27611,38134,89.53,98.86,87.22,45.55,55.46,72,0.53,116.35
85427,2.55,35786,77.18,0.36,48.16,32.68,5.3,20.85,42120,16371,16393,13614,11080,18571,10244,15803,79.06,91.95,76.32,64.43,72.52,768,1.18,423.52
10098,2.98,44492,88.78,0.75,42.75,15.65,4,8.49,49259,17374,17407,16163,0,18983,13000,9671,84.25,93.53,83.3,61.44,69.56,69,0.97,210.18
43548,2.92,58769,87.61,0.45,60.97,20.27,2.69,15.05,64076,24467,25146,22207,20160,18839,15212,21944,87.69,96.75,86.79,55,67.74,166,0.57,152.07
72798,2.46,23835,76.41,0.77,34.84,28.41,5.25,12.46,29812,12994,13767,7263,9949,9013,8158,7546,71.7,81.56,79.91,64.31,69.15,1140,1.98,690.79
574283,2.51,29180,76.69,0.44,36.87,21.15,11.94,11.92,34377,15581,18939,10420,9319,9406,7959,8364,48.77,61.67,53.24,57.36,62.98,40383,11.24,1968.89
